,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
5737,European,721.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",replication,2016-09-19,GCST003861,Kidney disease (end stage renal disease vs normoalbuminuria) in type 1 diabetes
7979,European,3410.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003866,Kidney disease (late stage) in type 1 diabetes
8203,European,3971.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003864,Kidney disease (early and late stages) in type 1 diabetes
5977,European,883.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",replication,2016-09-19,GCST003864,Kidney disease (early and late stages) in type 1 diabetes
6275,European,1087.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",replication,2016-09-19,GCST003862,Kidney disease (end stage renal disease vs non-end stage renal disease) in type 1 diabetes
7409,European,2458.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003865,Kidney disease (early stage) in type 1 diabetes
7507,European,2568.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003863,Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes
8224,European,4019.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003862,Kidney disease (end stage renal disease vs non-end stage renal disease) in type 1 diabetes
8061,European,3584.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003867,Chronic kidney disease (chronic kidney disease vs normal or mildly reduced eGFR) in type 1 diabetes
13470,Hispanic or Latin American,12226.0,27650483.0,Kramer HJ,Other measurement,initial,2016-09-20,GCST003774,Urinary albumin-to-creatinine ratio
6169,European,1000.0,27656708.0,Zhang W,Other measurement,replication,2016-09-22,GCST003793,L-arginine levels
6789,European,1655.0,27656889.0,Alemany S,Other measurement,initial,2016-09-22,GCST003719,Attention function
5998,European,901.0,27656708.0,Zhang W,Other measurement,initial,2016-09-22,GCST003793,L-arginine levels
5492,European,546.0,27656889.0,Alemany S,Other measurement,replication,2016-09-22,GCST003719,Attention function
2669,Asian,1394.0,27656708.0,Zhang W,Other measurement,initial,2016-09-22,GCST003793,L-arginine levels
3455,Asian,4059.0,27664181.0,Kawamura R,Other measurement,replication,2016-09-23,GCST003759,Resistin levels
2129,Asian,448.0,27664181.0,Kawamura R,Other measurement,initial,2016-09-23,GCST003759,Resistin levels
5692,European,679.0,27671502.0,Blokland GAM,"Other measurement, Biological process",initial,2016-09-23,GCST003698,Brain activation in response to working memory task
1683,Asian,70.0,27669169.0,Chang IS,"Response to drug, Other measurement, Cancer",replication,2016-09-26,GCST003794,Progression free survival in EGFR-mutation-positive never-smoking lung adenocarcinoma treated with gefitinib or erlotinib
1666,Asian,57.0,27665939.0,Liang KH,"Biological process, Digestive system disorder",initial,2016-09-26,GCST003718,Hepatitis B (viral clearance)
1984,Asian,302.0,27665939.0,Liang KH,"Biological process, Digestive system disorder",replication,2016-09-26,GCST003718,Hepatitis B (viral clearance)
1778,Asian,128.0,27669169.0,Chang IS,"Response to drug, Other measurement, Cancer",initial,2016-09-26,GCST003794,Progression free survival in EGFR-mutation-positive never-smoking lung adenocarcinoma treated with gefitinib or erlotinib
5889,European,824.0,27669027.0,Boueiz A,"Biological process, Other measurement",initial,2016-09-26,GCST003761,Emphysema distribution in smoking
8932,European,6215.0,27669027.0,Boueiz A,"Biological process, Other measurement",initial,2016-09-26,GCST003761,Emphysema distribution in smoking
98,African,402.0,27671213.0,Petros Z,"Response to drug, Other disease, Digestive system disorder",initial,2016-09-26,GCST003792,Liver injury in anti-tuberculosis drug treatment
1112,African American or Afro-Caribbean,2955.0,27669027.0,Boueiz A,"Biological process, Other measurement",initial,2016-09-26,GCST003761,Emphysema distribution in smoking
72,African,244.0,27671213.0,Petros Z,"Response to drug, Other disease, Digestive system disorder",replication,2016-09-26,GCST003792,Liver injury in anti-tuberculosis drug treatment
12885,Hispanic or Latin American,471.0,27670767.0,Chang SW,"Response to drug, Cardiovascular disease, Metabolic disorder",replication,2016-09-27,GCST003797,Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)
3532,Asian,4619.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003872,QRS complex (12-leadsum)
6095,European,958.0,27670397.0,Reyes-Gibby CC,"Other trait, Cancer",initial,2016-09-27,GCST003760,Pre-treatment pain in head and neck squamous cell carcinoma
11403,European,60255.0,27659466.0,van der Harst P,Cardiovascular measurement,initial,2016-09-27,GCST003844,QRS duration
10049,European,13263.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003871,QRS complex (Cornell)
10050,European,13263.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003872,QRS complex (12-leadsum)
512,African American or Afro-Caribbean,117.0,27670767.0,Chang SW,"Response to drug, Cardiovascular disease, Metabolic disorder",replication,2016-09-27,GCST003797,Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)
10047,European,13263.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003844,QRS duration
3531,Asian,4619.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003871,QRS complex (Cornell)
11256,European,48632.0,27659466.0,van der Harst P,Cardiovascular measurement,initial,2016-09-27,GCST003872,QRS complex (12-leadsum)
11348,European,54993.0,27659466.0,van der Harst P,Cardiovascular measurement,initial,2016-09-27,GCST003870,QRS complex (Sokolow-Lyon)
1192,African American or Afro-Caribbean,3603.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003844,QRS duration
10048,European,13263.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003870,QRS complex (Sokolow-Lyon)
1194,African American or Afro-Caribbean,3603.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003871,QRS complex (Cornell)
3530,Asian,4619.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003870,QRS complex (Sokolow-Lyon)
5216,European,410.0,27670397.0,Reyes-Gibby CC,"Other trait, Cancer",replication,2016-09-27,GCST003760,Pre-treatment pain in head and neck squamous cell carcinoma
1195,African American or Afro-Caribbean,3603.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003872,QRS complex (12-leadsum)
3529,Asian,4619.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003844,QRS duration
11390,European,58862.0,27659466.0,van der Harst P,Cardiovascular measurement,initial,2016-09-27,GCST003871,QRS complex (Cornell)
5507,European,552.0,27670767.0,Chang SW,"Response to drug, Cardiovascular disease, Metabolic disorder",initial,2016-09-27,GCST003797,Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)
1193,African American or Afro-Caribbean,3603.0,27659466.0,van der Harst P,Cardiovascular measurement,replication,2016-09-27,GCST003870,QRS complex (Sokolow-Lyon)
7379,European,2411.0,27769005.0,Nassan M,Neurological disorder,initial,2016-09-30,GCST003742,Bipolar disorder (early onset)
6941,European,1846.0,27769005.0,Nassan M,Neurological disorder,replication,2016-09-30,GCST003742,Bipolar disorder (early onset)
4405,Asian,26183.0,27618448.0,Liu C,Other measurement,replication,2016-10-01,GCST006228,Systolic blood pressure
4414,Asian,27487.0,27618447.0,Surendran P,Other measurement,initial,2016-10-01,GCST006021,Systolic blood pressure
8368,European,4448.0,27696742.0,Yau MS,Other disease,initial,2016-10-01,GCST003820,Knee osteoarthritis
4403,Asian,26183.0,27618448.0,Liu C,Cardiovascular measurement,replication,2016-10-01,GCST006230,Pulse pressure
11874,European,120473.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006227,Diastolic blood pressure
11875,European,120473.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006228,Systolic blood pressure
4404,Asian,26183.0,27618448.0,Liu C,Other measurement,replication,2016-10-01,GCST006227,Diastolic blood pressure
11873,European,120473.0,27618448.0,Liu C,Cardiovascular measurement,initial,2016-10-01,GCST006230,Pulse pressure
11872,European,120473.0,27618448.0,Liu C,Cardiovascular disease,initial,2016-10-01,GCST006229,Hypertension
3212,Asian,2641.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006021,Systolic blood pressure
4412,Asian,27487.0,27618447.0,Surendran P,Cardiovascular measurement,initial,2016-10-01,GCST006022,Pulse pressure
7530,European,2618.0,27696742.0,Yau MS,Other disease,replication,2016-10-01,GCST003820,Knee osteoarthritis
4401,Asian,26183.0,27618447.0,Surendran P,Cardiovascular disease,initial,2016-10-01,GCST006023,Hypertension
4402,Asian,26183.0,27618448.0,Liu C,Cardiovascular disease,replication,2016-10-01,GCST006229,Hypertension
3209,Asian,2641.0,27618447.0,Surendran P,Cardiovascular disease,replication,2016-10-01,GCST006023,Hypertension
3210,Asian,2641.0,27618447.0,Surendran P,Cardiovascular measurement,replication,2016-10-01,GCST006022,Pulse pressure
3211,Asian,2641.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006020,Diastolic blood pressure
11876,European,120473.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006231,Mean arterial pressure
4413,Asian,27487.0,27618447.0,Surendran P,Other measurement,initial,2016-10-01,GCST006020,Diastolic blood pressure
12100,European,165276.0,27618447.0,Surendran P,Other measurement,initial,2016-10-01,GCST006020,Diastolic blood pressure
11902,European,125713.0,27618447.0,Surendran P,Cardiovascular disease,replication,2016-10-01,GCST006023,Hypertension
13247,Hispanic or Latin American,4586.0,27618448.0,Liu C,Cardiovascular measurement,initial,2016-10-01,GCST006230,Pulse pressure
13248,Hispanic or Latin American,4586.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006227,Diastolic blood pressure
13249,Hispanic or Latin American,4586.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006228,Systolic blood pressure
13251,Hispanic or Latin American,4632.0,27618447.0,Surendran P,Cardiovascular disease,replication,2016-10-01,GCST006023,Hypertension
13252,Hispanic or Latin American,4632.0,27618447.0,Surendran P,Cardiovascular measurement,replication,2016-10-01,GCST006022,Pulse pressure
13253,Hispanic or Latin American,4632.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006020,Diastolic blood pressure
13246,Hispanic or Latin American,4586.0,27618448.0,Liu C,Cardiovascular disease,initial,2016-10-01,GCST006229,Hypertension
13254,Hispanic or Latin American,4632.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006021,Systolic blood pressure
12099,European,165276.0,27618447.0,Surendran P,Cardiovascular measurement,initial,2016-10-01,GCST006022,Pulse pressure
12068,European,157090.0,27618447.0,Surendran P,Cardiovascular disease,initial,2016-10-01,GCST006023,Hypertension
12058,European,154543.0,27618448.0,Liu C,Other measurement,replication,2016-10-01,GCST006228,Systolic blood pressure
12057,European,154543.0,27618448.0,Liu C,Other measurement,replication,2016-10-01,GCST006227,Diastolic blood pressure
12056,European,154543.0,27618448.0,Liu C,Cardiovascular measurement,replication,2016-10-01,GCST006230,Pulse pressure
12055,European,154543.0,27618448.0,Liu C,Cardiovascular disease,replication,2016-10-01,GCST006229,Hypertension
12101,European,165276.0,27618447.0,Surendran P,Other measurement,initial,2016-10-01,GCST006021,Systolic blood pressure
1542,African American or Afro-Caribbean,22077.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006021,Systolic blood pressure
13250,Hispanic or Latin American,4586.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006231,Mean arterial pressure
1540,African American or Afro-Caribbean,22077.0,27618447.0,Surendran P,Cardiovascular measurement,replication,2016-10-01,GCST006022,Pulse pressure
1541,African American or Afro-Caribbean,22077.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006020,Diastolic blood pressure
1539,African American or Afro-Caribbean,22077.0,27618447.0,Surendran P,Cardiovascular disease,replication,2016-10-01,GCST006023,Hypertension
1533,African American or Afro-Caribbean,21503.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006231,Mean arterial pressure
1532,African American or Afro-Caribbean,21503.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006228,Systolic blood pressure
1531,African American or Afro-Caribbean,21503.0,27618448.0,Liu C,Other measurement,initial,2016-10-01,GCST006227,Diastolic blood pressure
1530,African American or Afro-Caribbean,21503.0,27618448.0,Liu C,Cardiovascular measurement,initial,2016-10-01,GCST006230,Pulse pressure
1529,African American or Afro-Caribbean,21503.0,27618448.0,Liu C,Cardiovascular disease,initial,2016-10-01,GCST006229,Hypertension
11903,European,125713.0,27618447.0,Surendran P,Cardiovascular measurement,replication,2016-10-01,GCST006022,Pulse pressure
11904,European,125713.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006020,Diastolic blood pressure
11905,European,125713.0,27618447.0,Surendran P,Other measurement,replication,2016-10-01,GCST006021,Systolic blood pressure
8715,European,5323.0,27702941.0,Cornelis MC,Other measurement,initial,2016-10-03,GCST003851,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)"
8722,European,5353.0,27702941.0,Cornelis MC,Other measurement,initial,2016-10-03,GCST003847,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) level)"
8051,European,3562.0,27702941.0,Cornelis MC,Other measurement,initial,2016-10-03,GCST003850,"Caffeine metabolism (plasma 1,3,7-trimethyluric acid level)"
5903,European,833.0,27702941.0,Cornelis MC,Other measurement,replication,2016-10-03,GCST003847,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) level)"
5895,European,826.0,27702941.0,Cornelis MC,Other measurement,replication,2016-10-03,GCST003848,"Caffeine metabolism (plasma 1,3-dimethylxanthine (theophylline) level)"
8685,European,5261.0,27702941.0,Cornelis MC,Other measurement,initial,2016-10-03,GCST003848,"Caffeine metabolism (plasma 1,3-dimethylxanthine (theophylline) level)"
5477,European,530.0,27694959.0,Bonder MJ,Other measurement,replication,2016-10-03,GCST003855,Gut microbiota (bacterial taxa)
6139,European,984.0,27694959.0,Bonder MJ,Other measurement,initial,2016-10-03,GCST003855,Gut microbiota (bacterial taxa)
2482,Asian,955.0,27694991.0,Adams HH,Other measurement,replication,2016-10-03,GCST003834,Intracranial volume
6138,European,984.0,27694959.0,Bonder MJ,Other measurement,initial,2016-10-03,GCST003854,Gut microbiota (functional units)
9565,European,8882.0,27694927.0,Vijayakrishnan J,Cancer,initial,2016-10-03,GCST003798,Acute lymphoblastic leukemia in childhood (B cell precursor)
9566,European,8911.0,27702941.0,Cornelis MC,Other measurement,initial,2016-10-03,GCST003849,"Caffeine metabolism (plasma 3,7-dimethylxanthine (theobromine) level)"
