DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Ovarian clear cell cancer	1,366 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	2	ovarian clear cell adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000042	GCST004417	Genome-wide genotyping array
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Endometrioid ovarian cancer	2,810 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	1	ovarian endometrioid carcinoma	http://www.ebi.ac.uk/efo/EFO_1001515	GCST004418	Genome-wide genotyping array
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Mucinous ovarian carcinoma	2,566 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	7	ovarian mucinous adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006462	GCST004419	Genome-wide genotyping array
2017-08-07	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Serous invasive ovarian cancer	14,049 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	21	ovarian serous carcinoma	http://www.ebi.ac.uk/efo/EFO_1001516	GCST004478	Genome-wide genotyping array
2017-08-07	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Serous borderline ovarian cancer	1,954 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	10	ovarian serous carcinoma	http://www.ebi.ac.uk/efo/EFO_1001516	GCST004479	Genome-wide genotyping array
2017-08-07	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	High-grade serous ovarian cancer	13,037 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	21	ovarian serous carcinoma	http://www.ebi.ac.uk/efo/EFO_1001516	GCST004480	Genome-wide genotyping array
2017-08-04	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Low-grade serous ovarian cancer	1,012 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	1	ovarian serous carcinoma	http://www.ebi.ac.uk/efo/EFO_1001516	GCST004461	Genome-wide genotyping array
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Ovarian cancer in BRCA1 mutation carriers	2,933 European ancestry carrier cases, 16,103 European ancestry carrier controls	NA	Illumina [11595112] (imputed)	4	carrier status, ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0007658, http://www.ebi.ac.uk/efo/EFO_0001075	GCST004414	Genome-wide genotyping array
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Invasive epithelial ovarian cancer	22,406 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	19	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	GCST004415	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Fasting blood insulin	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	fasting blood insulin measurement	http://www.ebi.ac.uk/efo/EFO_0004466	GCST004533	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	C-reactive protein levels	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	C-reactive protein measurement	http://www.ebi.ac.uk/efo/EFO_0004458	GCST004530	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Diastolic blood pressure	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336	GCST004531	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Fasting blood glucose	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	fasting blood glucose measurement	http://www.ebi.ac.uk/efo/EFO_0004465	GCST004532	Genome-wide genotyping array
2017-09-20	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Fasting blood insulin adjusted for BMI	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	BMI-adjusted fasting blood insulin measurement	http://www.ebi.ac.uk/efo/EFO_0008037	GCST004762	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Height	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST004534	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Mean corpuscular hemoglobin concentration	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST004543	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Mean corpuscular volume	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST004544	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Hematocrit	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST004535	Genome-wide genotyping array
2017-09-20	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Very low density lipoprotein cholesterol levels	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	3	very low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0008317	GCST004759	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Waist circumference	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	waist circumference	http://www.ebi.ac.uk/efo/EFO_0004342	GCST004551	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Waist circumference adjusted for body mass index	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST004552	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Weight	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST004554	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Waist-hip ratio	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	waist-hip ratio	http://www.ebi.ac.uk/efo/EFO_0004343	GCST004555	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Waist-to-hip ratio adjusted for body mass index	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	BMI-adjusted waist-hip ratio	http://www.ebi.ac.uk/efo/EFO_0007788	GCST004556	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Hemoglobin	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST004536	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Homeostasis model assessment of insulin resistance	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	HOMA-IR	http://www.ebi.ac.uk/efo/EFO_0004501	GCST004539	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Homeostasis model assessment of insulin resistance adjusted for BMI	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	HOMA-IR	http://www.ebi.ac.uk/efo/EFO_0004501	GCST004540	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Low density lipoprotein cholesterol levels	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	2	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST004541	Genome-wide genotyping array
2017-08-17	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Mean corpuscular hemoglobin	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	2	mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	GCST004542	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Platelet count	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST004545	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Red blood cell count	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	1	erythrocyte count	http://www.ebi.ac.uk/efo/EFO_0004305	GCST004546	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Systolic blood pressure	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	0	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335	GCST004547	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Total cholesterol levels	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	2	total cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004574	GCST004548	Genome-wide genotyping array
2017-08-18	28548082	Southam L	2017-05-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28548082	Whole genome sequencing and imputation in isolated populations identify genetic associations with medically-relevant complex traits.	Triglyceride levels	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	NA	Illumina [at least 13541454] (imputed)	4	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0004530	GCST004550	Genome-wide genotyping array
