Disease trait	EFO term	EFO URI	Parent term	Parent URI
Creutzfeldt-Jakob disease (variant)	creutzfeldt jacob disease	http://www.ebi.ac.uk/efo/EFO_0004226	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Abnormal white matter microstructure in first episode schizophrenia (multivariate analysis)	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Cingulate cortical amyloid beta load	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Decline in glucose metabolism in posterior cingulate cortex	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter microstructure in first episode schizophrenia (left anterior cingulate cortex)	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter microstructure in first episode schizophrenia (left posterior cingulate cortex)	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter microstructure in first episode schizophrenia (right anterior cingulate cortex)	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter microstructure in first episode schizophrenia (right posterior cingulate cortex)	cingulate cortex measurement	http://www.ebi.ac.uk/efo/EFO_0007738	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Adiponectin levels (BMI-adjusted)	BMI-adjusted adiponectin measurement	http://www.ebi.ac.uk/efo/EFO_0007737	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Hormone measurements	BMI-adjusted adiponectin measurement	http://www.ebi.ac.uk/efo/EFO_0007737	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Chronic hepatitis C infection	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Depression in response to interferon-based therapy in chronic hepatitis C	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
IFN-related cytopenia	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Lipid levels in hepatitis C treatment	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Mixed cryoglobulinemia vasculitis in chronic hepatitis C infection	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Response to hepatitis C treatment	chronic hepatitis C infection	http://www.ebi.ac.uk/efo/EFO_0004220	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Amyotrophic lateral sclerosis or frontotemporal dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Behavioural changes in frontotemporal lobe dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Frontotemporal dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Frontotemporal dementia (age at onset)	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Frontotemporal dementia and immune-mediated diseases (pleiotropy)	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Frontotemporal dementia with GRN mutation	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Frontotemporal dementia with GRN mutation (age at onset)	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Language impairment in frontotemporal lobe dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Memory dysfunction in frontotemporal lobe dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Parkinsonism in frontotemporal lobe dementia	frontotemporal dementia	http://www.orpha.net/ORDO/Orphanet_282	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Coronary spasm	coronary vasospasm	http://www.ebi.ac.uk/efo/EFO_0004225	Cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319
Coronary restenosis	coronary restenosis	http://www.ebi.ac.uk/efo/EFO_0004224	Cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319
Age at suicide	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Deliberate self-harm	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Predicted suicide risk	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Suicidality	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Suicidality (suicidal ideation/attempts)	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Suicide attempt severity	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Suicide in bipolar disorder	suicide behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0006882	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Electroencephalogram traits	alpha peak frequency measurement	http://www.ebi.ac.uk/efo/EFO_0006883	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Rheumatic heart disease	rheumatic heart disease	http://www.ebi.ac.uk/efo/EFO_1001161	Cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319
Adult onset asthma (smoking interaction)	adult onset asthma	http://www.ebi.ac.uk/efo/EFO_1002011	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Adult onset asthma in ever-smokers	adult onset asthma	http://www.ebi.ac.uk/efo/EFO_1002011	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Adult onset asthma in non-smokers	adult onset asthma	http://www.ebi.ac.uk/efo/EFO_1002011	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Asthma (adult onset)	adult onset asthma	http://www.ebi.ac.uk/efo/EFO_1002011	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Survival in TP53 positive breast cancer	TP53 positive breast cancer	http://www.ebi.ac.uk/efo/EFO_1002010	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Alcohol dependence or chronic alcoholic pancreatitis or alcohol-related liver cirrhosis	alcoholic pancreatitis	http://www.ebi.ac.uk/efo/EFO_1002013	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Alcoholic chronic pancreatitis	alcoholic pancreatitis	http://www.ebi.ac.uk/efo/EFO_1002013	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Chronic alcoholic pancreatitis or alcohol-related cirrhosis	alcoholic pancreatitis	http://www.ebi.ac.uk/efo/EFO_1002013	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Anterior cruciate ligament rupture	ligament rupture	http://www.ebi.ac.uk/efo/EFO_1002012	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Differentiated thyroid cancer	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	oligoarticular juvenile idiopathic arthritis	http://www.ebi.ac.uk/efo/EFO_1002019	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Corticobasal degeneration	corticobasal degeneration	http://www.orpha.net/ORDO/Orphanet_278	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Corticobasal degeneration and immune-mediated diseases (pleiotropy)	corticobasal degeneration	http://www.orpha.net/ORDO/Orphanet_278	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Chronic hepatitis B infection	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Hepatitis B surface antigen seroclearance in chronic hepatitis B infection	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Liver disease in chronic hepatitis B virus infection	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Peginterferon alfa-2a treatment response in chronic hepatitis B infection	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Cisplatin-induced hearing loss in brain tumor patients	hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Hearing impairment	hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Hearing loss in Charcot-Marie-Tooth disease 1A	hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Medication use (diuretics)	Diuretic use measurement	http://www.ebi.ac.uk/efo/EFO_0009928	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Adverse response to antithyroid drugs in Graves disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Graves' disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Hashimoto thyroiditis versus Graves' disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Thionamide-induced agranulocytosis in Graves' disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Thyroid-associated orbitopathy in graves' disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Thyrotoxic hypokalemic periodic paralysis and Graves disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Thyrotoxic hypokalemic periodic paralysis in Graves disease	Graves disease	http://www.ebi.ac.uk/efo/EFO_0004237	Immune system disorder	http://www.ebi.ac.uk/efo/EFO_0000540
Medication use (beta blocking agents)	Beta blocking agent use measurement	http://www.ebi.ac.uk/efo/EFO_0009929	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Medication use (vasodilators used in cardiac diseases)	Vasodilators used in cardiac diseases use measurement	http://www.ebi.ac.uk/efo/EFO_0009926	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Plasma proprotein convertase subtilisin/kexin type 9 levels in stable coronary artery disease	PCSK9 protein measurement	http://www.ebi.ac.uk/efo/EFO_0006899	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Response to simvastatin treatment (PCSK9 protein level change)	PCSK9 protein measurement	http://www.ebi.ac.uk/efo/EFO_0006899	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Postburn hypertrophic scarring severity	postburn hypertrophic scarring severity measurement	http://www.ebi.ac.uk/efo/EFO_0007747	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Postburn scar height	postburn hypertrophic scarring severity measurement	http://www.ebi.ac.uk/efo/EFO_0007747	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Postburn scar pliability	postburn hypertrophic scarring severity measurement	http://www.ebi.ac.uk/efo/EFO_0007747	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Medication use (antihypertensives)	Antihypertensive use measurement	http://www.ebi.ac.uk/efo/EFO_0009927	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter lesion progression	white matter lesion progression measurement	http://www.ebi.ac.uk/efo/EFO_0007746	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
White matter lesion progression (adjusted for white matter lesion burden at baseline)	white matter lesion progression measurement	http://www.ebi.ac.uk/efo/EFO_0007746	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Medication use (drugs used in diabetes)	Drugs used in diabetes use measurement	http://www.ebi.ac.uk/efo/EFO_0009924	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Medication use (antithrombotic agents)	Antithrombotic agent use measurement	http://www.ebi.ac.uk/efo/EFO_0009925	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Eosinophilic esophagitis	eosinophilic esophagitis	http://www.ebi.ac.uk/efo/EFO_0004232	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Eosinophilic esophagitis (pediatric)	eosinophilic esophagitis	http://www.ebi.ac.uk/efo/EFO_0004232	Digestive system disorder	http://www.ebi.ac.uk/efo/EFO_0000405
Influenza A (H1N1) severity	influenza A severity measurement	http://www.ebi.ac.uk/efo/EFO_0007743	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Glucose homeostasis traits	glucose homeostasis measurement	http://www.ebi.ac.uk/efo/EFO_0006896	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Left ventricular QRS voltage	QRS amplitude	http://www.ebi.ac.uk/efo/EFO_0007742	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
QRS complex (12-leadsum)	QRS amplitude	http://www.ebi.ac.uk/efo/EFO_0007742	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
QRS complex (Cornell)	QRS amplitude	http://www.ebi.ac.uk/efo/EFO_0007742	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
QRS complex (Sokolow-Lyon)	QRS amplitude	http://www.ebi.ac.uk/efo/EFO_0007742	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease)	Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement	http://www.ebi.ac.uk/efo/EFO_0009923	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Airway responsiveness in chronic obstructive pulmonary disease	airway responsiveness measurement	http://www.ebi.ac.uk/efo/EFO_0006897	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Colorectal or endometrial cancer	endometrial neoplasm	http://www.ebi.ac.uk/efo/EFO_0004230	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Endometrial cancer	endometrial neoplasm	http://www.ebi.ac.uk/efo/EFO_0004230	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Plasma lactate levels	lactate measurement	http://www.ebi.ac.uk/efo/EFO_0007745	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Response to thiazide diuretic treatment (hypokalemia)	hypokalemia	http://purl.obolibrary.org/obo/HP_0002900	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Airway wall thickness	airway wall thickness measurement	http://www.ebi.ac.uk/efo/EFO_0006898	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Lung disease severity in cystic fibrosis	lung disease severity measurement	http://www.ebi.ac.uk/efo/EFO_0007744	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Glomerulosclerosis	focal segmental glomerulosclerosis	http://www.ebi.ac.uk/efo/EFO_0004236	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Meningioma	meningioma	http://www.orpha.net/ORDO/Orphanet_2495	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Dementia and core Alzheimer's disease neuropathologic changes	dementia	http://purl.obolibrary.org/obo/HP_0000726	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Exfoliation glaucoma or exfoliation syndrome	exfoliation syndrome	http://www.ebi.ac.uk/efo/EFO_0004235	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Exfoliation syndrome	exfoliation syndrome	http://www.ebi.ac.uk/efo/EFO_0004235	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Glaucoma (exfoliation)	exfoliation syndrome	http://www.ebi.ac.uk/efo/EFO_0004235	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Pseudoexfoliation syndrome	exfoliation syndrome	http://www.ebi.ac.uk/efo/EFO_0004235	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Erectile dysfunction	erectile dysfunction	http://www.ebi.ac.uk/efo/EFO_0004234	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Erectile dysfunction and prostate cancer treatment	erectile dysfunction	http://www.ebi.ac.uk/efo/EFO_0004234	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Erectile dysfunction in type 1 diabetes	erectile dysfunction	http://www.ebi.ac.uk/efo/EFO_0004234	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Left ventricular QRS voltage	R wave amplitude	http://www.ebi.ac.uk/efo/EFO_0007741	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
Epirubicin-induced leukopenia	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Leukopenia in mycophenolic acid treated kidney transplant patients (time to event)	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Thiopurine-induced acute severe leukopenia in inflammatory bowel disease	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Thiopurine-induced acute severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Thiopurine-induced early leukopenia in Crohn's disease	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Thiopurine-induced leukopenia in inflammatory bowel disease	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Thiopurine-induced leukopenia in inflammatory bowel disease (conditioned on rs116855232)	leukopenia	http://www.ebi.ac.uk/efo/EFO_0004233	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
