	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
7700	GCST003050	Schizophrenia	Schizophrenia	Neurological disorder
7701	GCST003093	Nicotine dependence	Nicotine dependence	Neurological disorder
7702	GCST005269	Luteinizing hormone levels in polycystic ovary syndrome	Luteinizing hormone levels in polycystic ovary syndrome	Other disease
7703	GCST005269	Luteinizing hormone levels in polycystic ovary syndrome	Luteinizing hormone levels in polycystic ovary syndrome	Other measurement
7704	GCST005274	DHEAS levels in polycystic ovary syndrome	DHEAS levels in polycystic ovary syndrome	Other disease
7705	GCST005274	DHEAS levels in polycystic ovary syndrome	DHEAS levels in polycystic ovary syndrome	Other measurement
7706	GCST005273	Polycystic ovary syndrome	Polycystic ovary syndrome	Other disease
7707	GCST005272	Testosterone levels in polycystic ovary syndrome	Testosterone levels in polycystic ovary syndrome	Other disease
7708	GCST005272	Testosterone levels in polycystic ovary syndrome	Testosterone levels in polycystic ovary syndrome	Other measurement
7709	GCST005271	Sex hormone-binding globulin levels in polycystic ovary syndrome	Sex hormone-binding globulin levels in polycystic ovary syndrome	Other measurement
7710	GCST005271	Sex hormone-binding globulin levels in polycystic ovary syndrome	Sex hormone-binding globulin levels in polycystic ovary syndrome	Other disease
7711	GCST005270	Follicule stimulating hormone levels in polycystic ovary syndrome	Follicule stimulating hormone levels in polycystic ovary syndrome	Other measurement
7712	GCST005270	Follicule stimulating hormone levels in polycystic ovary syndrome	Follicule stimulating hormone levels in polycystic ovary syndrome	Other disease
7713	GCST003087	Body mass index variance	Body mass index variance	Body measurement
7714	GCST003086	Kidney stones	Kidney stones	Other disease
7715	GCST003028	Serum alpha1-antitrypsin levels	Serum alpha1-antitrypsin levels	Other measurement
7716	GCST003029	Asperger syndrome	Asperger syndrome	Neurological disorder
7717	GCST003026	Yu-Zhi constitution type in type 2 diabetes	Yu-Zhi constitution type in type 2 diabetes	Other trait
7718	GCST003026	Yu-Zhi constitution type in type 2 diabetes	Yu-Zhi constitution type in type 2 diabetes	Metabolic disorder
7719	GCST003024	Ultraviolet-induced skin pigmentation (minimal erythema dose)	Ultraviolet-induced skin pigmentation (minimal erythema dose)	Other measurement
7720	GCST003025	Attention function in attention deficit hyperactive disorder	Attention function in attention deficit hyperactive disorder	Neurological disorder
7721	GCST003025	Attention function in attention deficit hyperactive disorder	Attention function in attention deficit hyperactive disorder	Other measurement
7722	GCST003027	Cough in response to angiotensin-converting enzyme inhibitor drugs	Cough in response to angiotensin-converting enzyme inhibitor drugs	Other trait
7723	GCST003027	Cough in response to angiotensin-converting enzyme inhibitor drugs	Cough in response to angiotensin-converting enzyme inhibitor drugs	Response to drug
7724	GCST003038	Intracranial aneurysm	Intracranial aneurysm	Cardiovascular disease
7725	GCST003030	Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	Neurological disorder
7726	GCST003030	Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	Other measurement
7727	GCST003031	MGMT methylation in smokers	MGMT methylation in smokers	Biological process
7728	GCST003031	MGMT methylation in smokers	MGMT methylation in smokers	Other measurement
7729	GCST002960	Frontotemporal dementia	Frontotemporal dementia	Neurological disorder
7730	GCST002963	Post-traumatic stress disorder	Post-traumatic stress disorder	Neurological disorder
7731	GCST002962	Asthma exacerbations	Asthma exacerbations	Other measurement
7732	GCST002958	Acute graft-versus-host disease in allogeneic hematopoietic stem cell transplantation	Acute graft-versus-host disease in allogeneic hematopoietic stem cell transplantation	Immune system disorder
7733	GCST002958	Acute graft-versus-host disease in allogeneic hematopoietic stem cell transplantation	Acute graft-versus-host disease in allogeneic hematopoietic stem cell transplantation	Biological process
7734	GCST002956	3-hydroxypropylmercapturic acid levels in smokers	3-hydroxypropylmercapturic acid levels in smokers	Biological process
7735	GCST002956	3-hydroxypropylmercapturic acid levels in smokers	3-hydroxypropylmercapturic acid levels in smokers	Biological process
7736	GCST002956	3-hydroxypropylmercapturic acid levels in smokers	3-hydroxypropylmercapturic acid levels in smokers	Other measurement
7737	GCST002957	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	Biological process
7738	GCST002957	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	Other measurement
7739	GCST002954	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
7740	GCST002954	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
7741	GCST002955	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Other measurement
7742	GCST002955	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Biological process
7743	GCST002955	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Biological process
7744	GCST002955	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Forced expiratory volume in 1 second (occupational environmental exposures interaction)	Biological process
7745	GCST002953	Pediatric areal bone mineral density (radius)	Pediatric areal bone mineral density (radius)	Other measurement
7746	GCST002952	Pediatric bone mineral content (radius)	Pediatric bone mineral content (radius)	Other measurement
7747	GCST002951	Response to zileuton treatment in asthma (FEV1 change interaction)	Response to zileuton treatment in asthma (FEV1 change interaction)	Other measurement
7748	GCST002951	Response to zileuton treatment in asthma (FEV1 change interaction)	Response to zileuton treatment in asthma (FEV1 change interaction)	Other disease
7749	GCST002951	Response to zileuton treatment in asthma (FEV1 change interaction)	Response to zileuton treatment in asthma (FEV1 change interaction)	Response to drug
7750	GCST002950	Epilepsy	Epilepsy	Neurological disorder
7751	GCST002950	Epilepsy	Epilepsy	Neurological disorder
7752	GCST002950	Epilepsy	Epilepsy	Neurological disorder
7753	GCST002949	Epilepsy and lamotrigine-induced maculopapular eruptions	Epilepsy and lamotrigine-induced maculopapular eruptions	Response to drug
7754	GCST002949	Epilepsy and lamotrigine-induced maculopapular eruptions	Epilepsy and lamotrigine-induced maculopapular eruptions	Other disease
7755	GCST002949	Epilepsy and lamotrigine-induced maculopapular eruptions	Epilepsy and lamotrigine-induced maculopapular eruptions	Neurological disorder
7756	GCST002942	Percentage gas trapping	Percentage gas trapping	Other measurement
7757	GCST002943	IgA nephropathy	IgA nephropathy	Other disease
7758	GCST002944	Prostate cancer	Prostate cancer	Cancer
7759	GCST002940	Sporadic pituitary adenoma	Sporadic pituitary adenoma	Cancer
7760	GCST002989	LDL peak particle diameter (total fat intake interaction)	LDL peak particle diameter (total fat intake interaction)	Lipid or lipoprotein measurement
7761	GCST002989	LDL peak particle diameter (total fat intake interaction)	LDL peak particle diameter (total fat intake interaction)	Other measurement
7762	GCST002984	Early childhood aggressive behavior	Early childhood aggressive behavior	Other measurement
7763	GCST002987	Stroke	Stroke	Cardiovascular disease
7764	GCST002988	Ischemic stroke	Ischemic stroke	Cardiovascular disease
7765	GCST002988	Ischemic stroke	Ischemic stroke	Other trait
7766	GCST002986	Childhood and early adolescence aggressive behavior	Childhood and early adolescence aggressive behavior	Other measurement
7767	GCST002983	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
7768	GCST002983	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
7769	GCST002985	Middle childhood and early adolescence aggressive behavior	Middle childhood and early adolescence aggressive behavior	Other measurement
7770	GCST002976	HIV-1 viral setpoint	HIV-1 viral setpoint	Biological process
7771	GCST002976	HIV-1 viral setpoint	HIV-1 viral setpoint	Other measurement
7772	GCST002976	HIV-1 viral setpoint	HIV-1 viral setpoint	Other disease
7773	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7774	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7775	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7776	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7777	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7778	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7779	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7780	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7781	GCST002925	Sex hormone levels	Sex hormone levels	Other measurement
7782	GCST002926	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Response to drug
7783	GCST002926	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Other disease
7784	GCST002926	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Bone mineral accretion in asthma (oral corticosteroid dose interaction)	Other measurement
7785	GCST002921	Multiple myeloma	Multiple myeloma	Cancer
7786	GCST002922	Multiple myeloma and monoclonal gammopathy	Multiple myeloma and monoclonal gammopathy	Other disease
7787	GCST002922	Multiple myeloma and monoclonal gammopathy	Multiple myeloma and monoclonal gammopathy	Cancer
7788	GCST002995	Dysphagia	Dysphagia	Other trait
7789	GCST002993	Platinum-induced hepatotoxicity in non-small cell lung cancer	Platinum-induced hepatotoxicity in non-small cell lung cancer	Response to drug
7790	GCST002993	Platinum-induced hepatotoxicity in non-small cell lung cancer	Platinum-induced hepatotoxicity in non-small cell lung cancer	Digestive system disorder
7791	GCST002993	Platinum-induced hepatotoxicity in non-small cell lung cancer	Platinum-induced hepatotoxicity in non-small cell lung cancer	Cancer
7792	GCST002991	Pancreatic cancer	Pancreatic cancer	Cancer
7793	GCST002970	Corticobasal degeneration	Corticobasal degeneration	Neurological disorder
7794	GCST002968	Response to stavudine in HIV (lipoatrophy)	Response to stavudine in HIV (lipoatrophy)	Response to drug
7795	GCST002968	Response to stavudine in HIV (lipoatrophy)	Response to stavudine in HIV (lipoatrophy)	Other disease
7796	GCST002968	Response to stavudine in HIV (lipoatrophy)	Response to stavudine in HIV (lipoatrophy)	Other trait
7797	GCST002967	Mucinous ovarian carcinoma	Mucinous ovarian carcinoma	Cancer
7798	GCST003256	Joint damage progression in ACPA-negative rheumatoid arthritis	Joint damage progression in ACPA-negative rheumatoid arthritis	Immune system disorder
7799	GCST003256	Joint damage progression in ACPA-negative rheumatoid arthritis	Joint damage progression in ACPA-negative rheumatoid arthritis	Other measurement
7800	GCST002978	Metastasis at diagnosis in osteosarcoma	Metastasis at diagnosis in osteosarcoma	Other measurement
7801	GCST002978	Metastasis at diagnosis in osteosarcoma	Metastasis at diagnosis in osteosarcoma	Cancer
7802	GCST002978	Metastasis at diagnosis in osteosarcoma	Metastasis at diagnosis in osteosarcoma	Other measurement
7803	GCST002979	Response to montelukast in asthma (change in FEV1)	Response to montelukast in asthma (change in FEV1)	Other measurement
7804	GCST002979	Response to montelukast in asthma (change in FEV1)	Response to montelukast in asthma (change in FEV1)	Other disease
7805	GCST002979	Response to montelukast in asthma (change in FEV1)	Response to montelukast in asthma (change in FEV1)	Response to drug
7806	GCST002980	Arterial stiffness (pulse-wave velocity)	Arterial stiffness (pulse-wave velocity)	Cardiovascular measurement
7807	GCST002981	Longitudinal alcohol consumption	Longitudinal alcohol consumption	Other measurement
7808	GCST002982	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Other trait
7809	GCST002982	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Other trait
7810	GCST002982	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Acute kidney injury in coronary artery bypass surgery (creatinine rise)	Other measurement
